amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job
6.6338625,43.910065,-95.70327,5.493061,43.77924,-95.49076,83.20312,2.00807,22.172626,1.2285655,3.9770122,93,0,0,346,1,45,947,368
2.3852448,34.608337,-89.1134,6.7503543,34.506462,-88.85108,52.52929,22.097488,27.266678,9.394423,5.9650006,213,3,1,677,866,30,597,54
6.2339854,32.103992,-105.796425,8.025995,32.02331,-106.21985,30.184326,22.921743,9.099612,5.268555,5.123383,412,2,0,621,399,35,649,41
2.3440967,34.87416,-80.311035,7.306814,34.859436,-80.13373,50.379944,22.103596,9.809939,8.446633,0.9001141,44,5,1,383,48,0,333,266
4.9306083,37.28646,-84.73215,6.820403,37.265728,-84.399155,39.740974,9.802682,24.5101,3.664289,0.13319522,335,8,0,204,45,26,196,189
6.936644,37.627754,-80.40738,6.322147,37.56474,-80.62737,67.016365,22.92764,15.100911,10.180363,2.9941602,311,6,1,272,258,37,322,148
5.5153475,39.337574,-80.51705,7.97095,38.987064,-80.194626,61.179184,1.0268517,21.913008,6.814376,6.5161174e-08,69,13,1,407,144,9,963,50
5.741735,45.046207,-114.03063,7.794885,45.577366,-113.390076,49.8022,23.0,25.881954,3.4171379,3.0415719,688,1,1,278,558,20,672,141
5.723941,42.660496,-72.29121,10.0775385,42.826473,-72.024345,65.78773,15.818894,12.111716,4.128766,0.9433797,404,1,1,854,234,44,416,76
2.1012578,40.096577,-78.53927,8.219987,40.108814,-78.082016,48.572624,22.964811,24.944214,10.766371,1.9499248,377,11,0,3,306,49,521,337
2.7372499,42.926487,-99.06185,5.958186,43.361332,-99.23526,56.094498,10.070485,10.128634,10.096095,3.0015984,240,5,1,793,509,45,421,393
3.257016,44.375538,-90.83744,8.157601,44.807407,-90.709114,67.005714,22.38339,26.28684,4.6960626,0.90537363,23,10,0,963,663,36,212,348
3.2244964,41.90734,-72.45853,6.3539257,42.116207,-72.79402,74.46374,22.84757,2.4372919,8.052274,5.9252677,314,10,1,940,210,48,826,107
2.110667,43.279507,-87.946526,10.716229,42.990665,-88.74542,77.70511,21.043484,21.191116,2.1186593,2.8818452,479,11,1,247,170,15,769,458
4.738228,45.238857,-91.97693,8.550508,45.658234,-92.77146,71.31214,22.1462,5.9887795,11.5091095,5.9479523,332,8,1,739,61,47,982,278
2.3521767,42.700626,-71.73884,8.033535,42.838955,-71.59095,61.31933,3.049039,25.552189,5.3025107,2.0439065,196,5,1,377,128,39,242,342
6.55522,38.716087,-98.68525,8.826723,38.48702,-98.22337,48.06148,3.1259575,18.414549,9.358946,1.9665003,284,0,0,54,764,6,973,102
6.7353516,41.743828,-74.68029,8.604296,41.503548,-74.70262,67.553444,7.803829,12.260067,2.989158,3.0659149,415,7,1,881,132,44,249,381
6.1421075,37.092316,-80.283676,12.297734,37.29893,-80.124794,38.49475,22.919388,19.986286,5.4411283,2.0728316,43,2,1,855,76,41,167,425
3.316952,48.04557,-114.310074,2.0044572,48.10106,-113.22614,64.306816,22.459013,18.728733,1.629822,0.8709431,484,9,0,911,775,3,838,301
6.221462,41.115837,-97.150795,9.984192,40.795918,-97.23675,37.645596,22.30805,2.8953636,6.388397,6.5161174e-08,273,2,1,837,861,8,555,358
3.1114826,31.034492,-108.091286,9.444268,30.817692,-108.64493,41.314075,22.85434,14.333944,6.818071,3.9930868,287,9,1,947,565,35,493,383
6.8943343,44.40315,-73.617424,11.729686,44.395634,-73.90125,61.559498,23.0,2.074024,1.7881515,5.080567,439,6,1,888,422,39,231,219
2.1971617,34.655476,-81.18608,11.203408,34.821526,-81.20324,68.820694,22.237621,18.079752,1.8812883,0.6543842,533,11,0,962,558,0,873,234
5.522436,33.860542,-87.51071,7.218049,33.561543,-87.2506,63.45236,12.929807,4.0654693,10.358452,6.5161174e-08,35,13,0,905,190,30,229,102
5.8371277,37.752735,-101.965546,10.352246,37.922794,-101.64741,29.800514,0.8679705,21.63109,7.323188,0.8725994,149,1,0,438,861,1,579,200
5.534065,36.133705,-108.230835,5.500581,36.473103,-108.49184,56.899086,22.816956,25.928547,10.108452,5.00863,142,13,1,818,352,35,627,222
6.956291,28.849783,-137.79674,6.425933,28.900164,-137.33218,26.00737,21.953423,29.182024,4.1663637,4.0066967,570,6,0,416,330,21,407,39
3.099391,33.10536,-82.2383,9.109893,33.479084,-82.65009,64.908226,3.5159035,23.688532,11.155791,6.0,163,10,0,426,281,0,636,317
2.8603745,36.293842,-90.58603,7.5968666,36.631092,-90.06859,54.232384,0.16094115,19.77293,10.024008,5.9264183,415,4,0,285,61,40,178,312
2.8175051,43.594463,-100.73994,7.8202834,43.7383,-101.04225,38.036224,23.0,21.892254,8.948089,5.989292,305,12,0,467,304,45,112,177
5.0307884,45.106518,-107.21334,6.801855,45.681793,-107.55274,60.714825,11.767414,9.970827,3.9527097,1.9335991,568,8,0,99,290,3,926,421
2.3161857,34.563515,-79.58709,7.937878,34.551052,-78.87208,61.953247,2.0713272,28.454748,9.859928,3.0002508,69,11,0,784,224,0,621,6
5.4592032,39.99468,-79.75726,9.236035,39.764168,-80.218155,32.505283,22.011673,11.860066,3.4448233,3.961633,201,13,0,868,873,49,412,0
6.272163,39.90668,-85.387314,6.346862,40.16532,-85.554886,53.374714,17.770655,3.1878889,6.3560157,0.8561688,602,2,1,544,262,25,725,18
3.433418,46.389046,-95.76662,5.534369,46.104885,-95.79736,47.401684,1.6651583,19.52989,5.3779907,6.5161174e-08,18,10,0,553,276,36,51,144
2.8956718,37.488617,-95.73105,8.32392,37.668953,-95.88979,49.933376,23.0,11.204511,10.742109,2.016937,629,12,1,650,293,6,134,101
6.0097694,37.30478,-86.50439,7.9171004,37.277363,-86.90569,73.06434,22.488022,17.223837,8.111932,5.1852093,572,4,1,433,104,25,316,328
4.11339,40.139248,-89.242744,7.8088474,39.986614,-89.93493,53.141506,22.893078,24.932201,9.209358,2.1164935,687,4,1,630,633,43,335,357
6.181666,29.168036,-79.916794,13.617762,29.158014,-80.41713,70.31166,22.010635,24.01007,5.013324,6.0,478,2,0,254,636,10,457,294
4.85362,42.80153,-94.1755,6.0638056,42.82945,-93.762764,36.221294,22.988964,19.621054,10.89219,1.9982463,310,8,0,499,505,8,331,131
2.4296718,36.910637,-74.88506,8.907379,36.890705,-74.62079,49.074215,22.174389,6.5316243,4.8648777,1.0053989,358,5,1,119,72,50,148,469
6.621317,37.60448,-103.26046,12.031033,37.587097,-103.56868,61.657623,23.0,25.77471,5.7019997,4.0122843,149,0,0,894,136,38,801,133
2.2733085,40.66146,-99.360054,8.779657,40.56906,-99.65726,49.158722,2.8520517,23.804308,6.002005,3.9806066,448,5,0,950,460,45,717,172
6.6895413,34.961952,-80.3935,12.117654,34.718567,-80.48353,61.341713,22.114204,28.869068,5.266753,3.9618025,525,0,0,841,367,41,677,206
6.8289566,31.958752,-136.48135,8.885507,31.696457,-137.33539,55.654675,22.20319,22.587282,9.359813,5.2524905,164,6,0,629,289,21,702,176
3.2187266,37.767323,-120.11307,8.599893,37.877987,-119.83478,63.947067,3.3024473,5.563891,5.223885,6.5161174e-08,469,9,0,835,643,11,716,375
2.2889383,31.73575,-90.51932,11.692029,31.935877,-90.35153,51.69981,21.447563,12.302201,2.673231,2.0039544,36,5,1,208,684,24,140,232
3.0037737,45.667706,-90.59769,6.636468,45.549824,-91.12021,39.760574,8.065777,16.549702,1.7371671,6.0,579,12,1,597,621,36,906,280
3.253747,34.78684,-78.315155,8.567406,34.798103,-78.79848,58.157654,6.0929923,16.507214,5.37169,6.0,268,10,1,732,801,41,303,237
3.143659,35.22379,-92.81832,9.314967,35.229595,-93.029686,45.533676,22.059084,30.115978,5.1795874,2.9818017,509,10,1,306,332,31,89,388
6.811131,35.238953,-97.98384,8.892954,34.947372,-97.75002,54.403477,1.6720619,20.887415,5.462192,6.5161174e-08,289,6,1,779,479,17,431,349
3.2072017,34.850834,-79.655495,8.664932,35.343803,-79.257545,65.24687,22.106989,27.969137,5.807191,0.95039445,218,9,0,465,850,0,151,109
2.6981552,43.49333,-91.837296,8.218124,43.55319,-91.91926,47.555504,3.4713478,28.707518,5.39947,1.0024108,473,11,0,407,63,9,983,396
2.3455257,41.287853,-72.10672,8.720913,41.092808,-72.395195,49.953392,2.7031975,3.462447,9.335044,2.9785874,357,3,0,940,158,16,270,299
5.6020837,43.48748,-96.61929,6.1356344,42.876972,-96.09403,63.65161,4.1699677,23.277838,5.5614896,0.9970096,316,1,1,280,865,47,967,396
4.92609,40.501003,-97.07218,4.68524,40.795784,-96.63528,70.43171,21.68351,28.29591,9.341981,5.1502485,379,4,1,661,688,22,103,60
3.0750568,37.65938,-102.05998,8.942195,37.729977,-102.04573,53.542633,23.0,23.939217,11.770548,0.88450843,401,10,0,700,815,38,942,47
6.7850637,42.053932,-73.75541,5.849791,42.04667,-73.67577,33.49001,13.290573,5.8164926,8.671825,5.978475,369,7,0,707,674,27,204,33
2.3810542,38.9302,-88.51292,9.04769,38.957394,-87.99199,60.713135,23.0,25.726547,2.0688784,2.067053,327,11,0,105,31,15,900,264
2.3243291,38.815308,-79.56829,5.820876,38.631355,-79.51183,44.543705,1.829051,16.509504,3.3736417,3.0764854,394,3,1,10,46,50,143,53
2.3151298,42.482395,-74.203835,6.4227734,42.36073,-73.71664,33.51978,22.960094,17.319897,7.93374,5.0762644,123,11,0,348,85,13,404,420
6.406666,35.012493,-78.12837,8.525749,34.80775,-78.69463,69.09542,4.6809826,19.554043,9.912538,6.0,609,4,0,679,235,0,363,344
2.3035882,42.13673,-96.98195,5.742746,42.195553,-97.12925,57.921043,10.528075,5.0031886,10.998057,5.0853896,533,3,1,616,812,22,858,157
4.870886,39.621372,-87.61593,7.512193,39.356915,-87.674644,50.42636,0.053911246,15.052472,4.5584273,3.0262618,566,8,0,242,623,37,115,433
3.075517,36.40052,-104.92432,8.419284,36.747356,-105.46062,54.296745,0.7991076,21.264736,11.357629,6.0,669,10,0,779,617,38,115,285
2.5412917,42.414448,-94.044846,4.7365317,42.545895,-93.8279,62.16446,21.155182,12.770884,9.900555,5.9705033,294,3,0,757,600,8,797,295
6.796378,38.542618,-102.61346,8.723879,38.543755,-102.42201,69.77129,22.382315,25.179827,1.9572322,6.5161174e-08,464,7,0,260,250,1,699,290
2.0206296,43.917023,-87.71761,4.635753,43.16221,-86.95287,26.687939,22.201225,7.662704,3.2831469,6.5161174e-08,284,4,1,492,83,18,389,25
5.6701636,39.325012,-78.29463,10.064465,39.413002,-77.83248,48.121258,1.902463,25.096972,1.8143675,0.0011797603,325,1,1,849,123,49,499,354
2.851482,39.776306,-83.53612,7.7703304,39.769455,-84.117935,67.79188,3.027769,20.958416,7.0948544,6.0,616,5,1,276,137,15,456,314
6.8457685,26.067791,-84.44311,12.770814,25.876629,-84.4922,30.36247,22.86967,14.918555,10.647028,2.044694,285,6,1,647,405,10,849,333
6.9128823,47.600174,-118.482216,6.7432904,47.444946,-118.53082,41.14565,9.236125,13.240031,2.7411911,3.9030092,48,6,1,45,701,46,413,222
3.0194027,48.620842,-113.00318,6.469262,48.295307,-113.45184,49.782337,22.325907,2.6402385,4.092151,5.962056,603,10,0,731,303,2,720,82
5.7867646,40.65151,-107.148735,9.94521,40.462906,-106.87149,82.22197,14.840254,29.023697,3.2888942,1.0288788,518,1,0,254,452,29,462,17
3.418676,31.624643,-90.002754,10.697074,31.38451,-89.83614,67.345955,0.7225819,16.288996,6.211388,5.9460077,578,4,0,166,136,28,521,361
2.8855004,38.676403,-84.227005,7.4517236,39.10801,-83.86208,64.27335,21.906761,23.03158,9.677107,2.0205991,559,9,1,830,63,0,923,324
6.8946795,38.987988,-83.7737,8.535258,38.850758,-83.31836,43.37961,22.138006,27.053831,8.998368,6.5161174e-08,226,6,0,685,327,9,764,474
2.3855922,41.183872,-86.47429,10.612176,41.063915,-86.366394,52.87792,0.8563729,8.695544,7.4708076,2.9853609,404,5,1,284,89,25,571,99
6.16166,41.173973,-86.152695,7.2716894,41.361885,-86.411575,31.258541,22.942171,10.438415,8.146253,4.0041428,361,2,1,981,770,15,747,134
4.880923,38.965607,-90.01217,11.338796,39.401333,-90.61319,62.295784,22.960962,22.905079,1.9051182,5.9666395,290,8,0,703,112,43,907,275
2.1526935,41.42912,-77.496056,12.287267,41.113754,-77.100105,60.750202,22.280695,24.089151,7.030137,4.9287724,677,5,1,9,227,27,297,186
4.86513,32.77898,-138.19771,10.682976,33.06948,-138.44626,46.708412,19.513668,15.619131,2.846822,3.9865637,532,8,1,459,840,21,307,267
5.4729443,43.319916,-74.51302,6.821004,43.60256,-74.5498,58.484684,23.0,7.1518645,8.929415,5.015063,255,13,1,309,590,48,236,53
2.013995,39.38306,-91.03621,9.507003,39.019917,-90.87197,85.25232,4.2658005,28.076183,2.5083249,2.9969542,689,5,0,926,500,43,795,49
3.810839,41.238335,-91.303894,7.337578,41.790466,-91.981285,65.59564,5.905476,12.702331,1.0000002,0.91535217,383,12,0,498,797,8,434,10
5.720217,44.15927,-98.63031,7.923908,43.949913,-99.09111,50.651855,0.99477965,10.789688,2.738938,3.9982758,526,1,0,256,116,45,516,357
4.8798947,43.297638,-75.734665,7.4621916,43.36957,-75.40608,60.560844,22.99113,17.734459,7.923607,0.78245217,673,8,0,901,408,48,497,11
6.6944876,40.196518,-80.23593,5.7290435,40.263412,-79.80413,62.84338,10.449778,23.917715,4.3733387,3.9188614,690,7,0,271,556,9,863,116
2.373406,43.17269,-72.96113,6.3449984,43.088215,-73.08613,74.40423,21.80773,10.841717,4.7185025,5.1236277,617,5,1,131,459,16,745,366
5.5175576,44.897503,-117.637566,9.303369,44.63976,-117.65244,75.66715,23.0,27.283419,4.0167875,0.034343544,41,13,0,60,288,23,180,461
6.637107,37.562363,-88.08393,8.631346,37.17346,-87.96418,69.258606,14.273762,28.620611,10.654837,4.9660954,404,0,1,879,233,25,798,224
6.7633643,34.70121,-108.43842,10.080962,34.84586,-108.84587,42.984035,15.735306,21.366055,8.951706,6.0,129,7,1,614,648,35,11,189
6.2440863,39.48047,-76.82025,6.370603,39.557343,-76.596436,27.269701,3.319703,27.27878,3.9006326,5.0522265,129,2,1,764,417,4,461,15
2.9242775,44.390285,-120.1888,9.742395,44.39927,-120.53122,52.231075,2.1980553,17.245361,6.3304076,1.059736,539,10,1,351,690,23,870,164
3.1534631,32.714127,-107.99007,7.687008,33.126484,-108.56975,66.18909,23.0,27.388346,6.376725,5.9775743,438,10,1,695,92,42,513,313
2.775175,40.836987,-75.167625,3.6378872,40.930622,-74.7735,51.3346,2.8178425,10.302895,8.221543,3.029939,478,5,1,97,476,32,672,342
2.3946981,46.787327,-118.48363,7.535912,46.687737,-117.577934,43.781162,22.244791,7.1830564,6.2047763,0.007337874,19,5,1,466,129,23,591,3
2.435374,36.923374,-80.559555,6.0999336,36.790474,-80.262505,37.454983,22.558573,13.838612,9.1394205,5.048579,219,3,1,314,731,4,409,103
2.89233,44.19418,-91.67435,7.3951817,44.232254,-91.59858,50.69847,22.30848,27.977196,4.64498,3.0181978,571,12,0,858,862,36,26,453
5.810323,36.313896,-90.60215,8.552318,36.40915,-90.63642,48.234417,19.884857,14.463343,3.3539906,0.9262696,416,1,1,958,399,40,769,348
3.2177622,37.830498,-79.844444,8.53924,37.995075,-79.535675,63.832462,0.74051577,27.852587,2.6022127,2.0268087,648,9,0,588,278,9,868,336
4.8426366,34.482906,-93.158875,5.871172,34.747242,-92.64857,62.39,2.0738192,30.053513,5.8420568,0.8807114,12,8,1,98,35,28,357,335
4.8875837,42.632866,-83.82335,10.151582,42.63617,-83.463684,69.20961,3.0437107,19.394627,3.1289008,1.9419513,92,8,0,248,507,18,644,87
3.1180065,30.977962,-95.31057,11.811912,31.147213,-95.394295,81.33925,3.5347185,4.0324607,6.330251,2.9824252,576,9,0,780,132,24,799,449
2.4966273,35.49381,-117.855286,10.834094,35.18543,-118.00375,71.91822,17.707245,6.274918,7.4846673,0.8758872,612,3,1,401,541,11,375,153
2.9061747,38.551785,-76.09992,9.316662,39.12212,-76.245514,52.96308,2.1284218,18.685682,10.164488,4.0126247,196,12,0,213,324,50,933,403
5.5884542,37.394466,-83.50423,7.912777,37.504097,-83.54337,20.941717,22.498505,17.713135,9.3329115,5.1165895,616,1,1,81,734,25,182,420
6.7476296,34.26782,-90.889565,8.468467,34.62179,-91.17294,48.540623,22.879055,9.092945,2.2599885,5.147668,84,7,1,539,367,31,198,221
1.9765179,34.08731,-87.560196,8.911277,34.355022,-87.20357,63.831173,1.7404547,10.006281,2.1459973,5.9561777,371,4,1,964,559,7,798,128
4.8161907,44.18298,-73.73777,6.6687346,44.014492,-73.39216,58.206635,22.702564,29.42565,4.321927,1.0019497,634,8,1,598,631,44,600,451
5.472444,39.83262,-106.15725,5.60806,39.843296,-106.66607,53.986862,22.061445,1.7866418,2.46967,6.0,26,13,0,186,225,1,658,17
6.967081,44.422817,-70.88882,5.3060966,43.903187,-70.72371,40.321686,23.0,11.381747,4.3782487,4.0177765,299,6,0,757,854,39,117,423
6.8921933,41.586575,-76.553375,10.145989,41.112473,-76.701454,62.887,21.962215,8.114714,9.974746,6.0,548,6,1,295,416,27,485,447
2.264718,32.58976,-139.71706,6.620658,32.298256,-139.49911,63.02005,11.27874,23.589558,5.21076,5.6915174,27,4,0,287,471,21,349,319
2.0929086,30.892056,-140.49686,9.903184,31.33727,-140.31554,53.313095,3.5480595,23.851492,6.365085,1.9845059,550,11,0,697,285,21,240,11
3.2890644,34.28827,-91.272644,8.590347,34.634884,-91.32557,50.96043,22.858097,12.200823,9.2481165,6.0,88,9,1,441,556,28,547,94
2.493893,40.765,-85.041664,8.482248,40.402946,-84.67323,44.43453,21.24521,27.77038,7.237472,6.5161174e-08,15,5,0,23,121,37,362,395
2.879814,41.421173,-97.06691,6.6549845,41.245346,-97.45875,65.329414,22.08551,27.199965,8.96423,5.9878564,457,12,0,656,209,22,113,484
2.0748687,39.26709,-80.07337,10.086434,39.275192,-79.65705,62.258896,23.0,23.37172,5.1981854,2.0772204,61,11,1,547,638,32,400,361
2.871919,40.420753,-109.75033,10.314075,40.51185,-110.095695,60.76551,23.0,29.39105,5.894586,6.0,53,12,0,796,504,29,832,60
3.950866,44.472946,-71.77621,5.4777336,44.90308,-72.13847,56.03356,0.3876038,26.300482,6.5694957,6.0,37,11,0,115,627,34,877,305
4.7421517,40.603672,-81.79357,9.983695,40.43028,-81.7228,68.87457,22.996233,9.230343,9.412791,0.015492028,475,8,1,938,338,37,93,273
2.1788914,39.542984,-78.08933,6.806695,40.00815,-77.28961,83.88249,22.202703,23.747345,8.283058,0.7578643,389,3,0,405,818,50,291,211
4.9089684,32.835674,-94.156494,7.4690914,32.805183,-94.02506,60.410187,0.8499375,8.354998,11.347843,5.9823284,684,8,0,397,128,28,238,219
2.935796,39.843212,-77.360916,8.383509,40.360302,-77.741905,56.584362,8.79153,13.722484,2.5227063,3.000365,647,10,0,634,233,5,119,258
6.914117,30.486147,-92.881165,10.87399,30.507957,-92.64421,80.40563,22.064293,29.281614,7.0622487,0.9888322,647,6,1,171,600,24,641,486
3.1061263,39.181465,-84.898384,7.425291,39.00607,-85.18784,40.745453,16.00618,18.82625,8.469717,6.5161174e-08,171,10,1,961,653,26,37,159
3.2318692,43.285267,-90.40493,10.464009,43.14391,-90.505295,54.90641,23.0,11.509665,8.181167,0.05406696,411,9,1,888,764,18,11,128
5.654213,26.87258,-80.703156,10.959643,26.796686,-80.663185,48.310524,3.3967562,18.778284,1.5336435,0.057755772,82,13,0,804,252,10,909,316
2.3392487,33.54852,-108.93503,9.548767,33.41971,-109.00606,63.255302,0.22408965,20.30056,5.343221,5.041964,335,5,1,362,743,35,673,373
6.6382737,32.58771,-84.31284,10.623999,32.472134,-84.08556,62.43598,22.166122,21.9173,4.156719,6.5161174e-08,604,0,0,843,734,30,688,7
3.8988125,42.723347,-72.66197,4.793815,42.379646,-72.24234,36.526215,7.9632125,12.034229,10.841005,6.5161174e-08,472,9,0,674,868,39,422,76
2.909846,47.61622,-113.25063,8.205074,47.146763,-113.19472,40.787045,22.220663,27.79012,8.3452635,3.1272135,147,10,1,467,112,3,914,126
6.700034,38.722584,-95.190834,9.826948,38.633347,-95.46078,68.999435,22.211443,19.858667,7.3443327,6.5161174e-08,444,7,0,967,625,6,823,159
3.4368906,31.548897,-100.57269,8.02384,31.203196,-100.515854,68.235016,5.7143483,14.789192,10.739296,6.5161174e-08,317,4,0,524,192,17,205,372
3.4837432,35.17598,-114.737434,5.56255,35.57056,-114.885506,47.126053,0.9108487,25.348703,1.837167,5.1064353,564,10,0,340,129,11,365,79
3.261772,39.309566,-78.523674,7.603946,39.203865,-78.155106,45.101902,2.0410585,29.970669,5.397755,3.0804107,92,9,0,947,455,4,45,177
6.283093,37.50169,-115.83277,6.2610292,37.71289,-115.930305,88.124435,22.088291,19.792868,5.438866,0.03125507,564,2,1,166,518,42,290,324
6.6268177,40.557007,-67.7149,7.2006984,40.112274,-67.49271,34.96222,3.2819757,22.068808,2.2559216,4.040754,397,0,1,853,844,48,709,76
